event_id,a_source_family,a_mode,b_source_family,b_source_classification,b_secondary_classification,b_pipeline,b_table,b_mode,f_a_hz,sigma_f_a_hz,tau_a_ms,sigma_tau_a_ms,f_b_hz,f_b_hz_minus,f_b_hz_plus,tau_b_ms,tau_b_ms_minus,tau_b_ms_plus,delta_f_hz,delta_tau_ms,A_f_low_hz,A_f_high_hz,A_tau_low_ms,A_tau_high_ms,B_f_low_hz,B_f_high_hz,B_tau_low_ms,B_tau_high_ms,overlap_f_interval,overlap_tau_interval
GW190910_112807,A,220,gwtc4_remnants,A_double_prime_LVK_O4a_remnants,B_param_with_reconstructed_abs,pSEOBNRV5PHM,Table 3,220,177.0,8.0,5.9,0.65,174.5,8.4,12.2,9.49,2.82,3.46,-2.5,3.59,169.0,185.0,5.25,6.55,166.1,186.7,6.67,12.95,True,False
